,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,136,SUB0000000000136,PENGURANGAN,1,Belasan dengan meminjam,10 − 6,4,Sulit,Hitung mundur dari 10 sebanyak 6 langkah: 9 → 8 → 7 → 6 → 5 → 4. Berhenti di 4.
,137,SUB0000000000137,PENGURANGAN,1,Belasan dengan meminjam,10 − 7,3,Sulit,Hitung mundur dari 10 sebanyak 7 langkah: 9 → 8 → 7 → 6 → 5 → 4 → 3. Berhenti di 3.
,138,SUB0000000000138,PENGURANGAN,1,Belasan dengan meminjam,10 − 8,2,Sulit,Hitung mundur dari 10 sebanyak 8 langkah: 9 → 8 → 7 → 6 → 5 → 4 → 3 → 2. Berhenti di 2.
,139,SUB0000000000139,PENGURANGAN,1,Belasan dengan meminjam,10 − 9,1,Sulit,Hitung mundur dari 10 sebanyak 9 langkah: 9 → 8 → 7 → 6 → 5 → 4 → 3 → 2 → 1. Berhenti di 1.
,140,SUB0000000000140,PENGURANGAN,1,Belasan dengan meminjam,11 − 7,4,Sulit,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 6 = 4.
,141,SUB0000000000141,PENGURANGAN,1,Belasan dengan meminjam,11 − 8,3,Sulit,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 7 = 3.
,142,SUB0000000000142,PENGURANGAN,1,Belasan dengan meminjam,11 − 9,2,Sulit,Pakai cara mundur ke sepuluh. Kurangi 1 dulu supaya pas di 10: 11 − 1 = 10. Lalu kurangi sisanya: 10 − 8 = 2.
,143,SUB0000000000143,PENGURANGAN,1,Belasan dengan meminjam,12 − 8,4,Sulit,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 6 = 4.
,144,SUB0000000000144,PENGURANGAN,1,Belasan dengan meminjam,12 − 9,3,Sulit,Pakai cara mundur ke sepuluh. Kurangi 2 dulu supaya pas di 10: 12 − 2 = 10. Lalu kurangi sisanya: 10 − 7 = 3.
,145,SUB0000000000145,PENGURANGAN,1,Belasan dengan meminjam,13 − 9,4,Sulit,Pakai cara mundur ke sepuluh. Kurangi 3 dulu supaya pas di 10: 13 − 3 = 10. Lalu kurangi sisanya: 10 − 6 = 4.
,146,SUB0000000000146,PENGURANGAN,1,Dua digit tanpa meminjam,26 − 10,16,Mudah,Kurangi menurut nilai tempat. Satuan: 6 − 0 = 6. Puluhan: 2 − 1 = 1. Hasilnya 16.
,147,SUB0000000000147,PENGURANGAN,1,Dua digit tanpa meminjam,34 − 14,20,Mudah,Kurangi menurut nilai tempat. Satuan: 4 − 4 = 0. Puluhan: 3 − 1 = 2. Hasilnya 20.
,148,SUB0000000000148,PENGURANGAN,1,Dua digit tanpa meminjam,47 − 20,27,Mudah,Kurangi menurut nilai tempat. Satuan: 7 − 0 = 7. Puluhan: 4 − 2 = 2. Hasilnya 27.
,149,SUB0000000000149,PENGURANGAN,1,Dua digit tanpa meminjam,59 − 59,0,Mudah,"Bilangan dikurangi dirinya sendiri, semuanya habis. 59 − 59 = 0."
,150,SUB0000000000150,PENGURANGAN,1,Dua digit tanpa meminjam,67 − 67,0,Mudah,"Bilangan dikurangi dirinya sendiri, semuanya habis. 67 − 67 = 0."
,151,SUB0000000000151,PENGURANGAN,1,Dua digit tanpa meminjam,72 − 12,60,Mudah,Kurangi menurut nilai tempat. Satuan: 2 − 2 = 0. Puluhan: 7 − 1 = 6. Hasilnya 60.
,152,SUB0000000000152,PENGURANGAN,1,Dua digit tanpa meminjam,77 − 70,7,Mudah,Kurangi menurut nilai tempat. Satuan: 7 − 0 = 7. Puluhan: 7 − 7 = 0. Hasilnya 7.
,153,SUB0000000000153,PENGURANGAN,1,Dua digit tanpa meminjam,82 − 20,62,Mudah,Kurangi menurut nilai tempat. Satuan: 2 − 0 = 2. Puluhan: 8 − 2 = 6. Hasilnya 62.
,154,SUB0000000000154,PENGURANGAN,1,Dua digit tanpa meminjam,82 − 72,10,Mudah,Kurangi menurut nilai tempat. Satuan: 2 − 2 = 0. Puluhan: 8 − 7 = 1. Hasilnya 10.
,155,SUB0000000000155,PENGURANGAN,1,Dua digit tanpa meminjam,85 − 60,25,Mudah,Kurangi menurut nilai tempat. Satuan: 5 − 0 = 5. Puluhan: 8 − 6 = 2. Hasilnya 25.
,156,SUB0000000000156,PENGURANGAN,1,Dua digit tanpa meminjam,88 − 50,38,Mudah,Kurangi menurut nilai tempat. Satuan: 8 − 0 = 8. Puluhan: 8 − 5 = 3. Hasilnya 38.
,157,SUB0000000000157,PENGURANGAN,1,Dua digit tanpa meminjam,91 − 71,20,Mudah,Kurangi menurut nilai tempat. Satuan: 1 − 1 = 0. Puluhan: 9 − 7 = 2. Hasilnya 20.
,158,SUB0000000000158,PENGURANGAN,1,Dua digit tanpa meminjam,92 − 60,32,Mudah,Kurangi menurut nilai tempat. Satuan: 2 − 0 = 2. Puluhan: 9 − 6 = 3. Hasilnya 32.
,159,SUB0000000000159,PENGURANGAN,1,Dua digit tanpa meminjam,94 − 14,80,Mudah,Kurangi menurut nilai tempat. Satuan: 4 − 4 = 0. Puluhan: 9 − 1 = 8. Hasilnya 80.
,160,SUB0000000000160,PENGURANGAN,1,Dua digit tanpa meminjam,98 − 78,20,Mudah,Kurangi menurut nilai tempat. Satuan: 8 − 8 = 0. Puluhan: 9 − 7 = 2. Hasilnya 20.
,161,SUB0000000000161,PENGURANGAN,1,Dua digit tanpa meminjam,99 − 80,19,Mudah,Kurangi menurut nilai tempat. Satuan: 9 − 0 = 9. Puluhan: 9 − 8 = 1. Hasilnya 19.
,162,SUB0000000000162,PENGURANGAN,1,Dua digit tanpa meminjam,27 − 23,4,Sedang,Kurangi menurut nilai tempat. Satuan: 7 − 3 = 4. Puluhan: 2 − 2 = 0. Hasilnya 4.
,163,SUB0000000000163,PENGURANGAN,1,Dua digit tanpa meminjam,35 − 13,22,Sedang,Kurangi menurut nilai tempat. Satuan: 5 − 3 = 2. Puluhan: 3 − 1 = 2. Hasilnya 22.
,164,SUB0000000000164,PENGURANGAN,1,Dua digit tanpa meminjam,37 − 23,14,Sedang,Kurangi menurut nilai tempat. Satuan: 7 − 3 = 4. Puluhan: 3 − 2 = 1. Hasilnya 14.
,165,SUB0000000000165,PENGURANGAN,1,Dua digit tanpa meminjam,44 − 42,2,Sedang,Kurangi menurut nilai tempat. Satuan: 4 − 2 = 2. Puluhan: 4 − 4 = 0. Hasilnya 2.
,166,SUB0000000000166,PENGURANGAN,1,Dua digit tanpa meminjam,49 − 43,6,Sedang,Kurangi menurut nilai tempat. Satuan: 9 − 3 = 6. Puluhan: 4 − 4 = 0. Hasilnya 6.
,167,SUB0000000000167,PENGURANGAN,1,Dua digit tanpa meminjam,54 − 52,2,Sedang,Kurangi menurut nilai tempat. Satuan: 4 − 2 = 2. Puluhan: 5 − 5 = 0. Hasilnya 2.
,168,SUB0000000000168,PENGURANGAN,1,Dua digit tanpa meminjam,59 − 51,8,Sedang,Kurangi menurut nilai tempat. Satuan: 9 − 1 = 8. Puluhan: 5 − 5 = 0. Hasilnya 8.
,169,SUB0000000000169,PENGURANGAN,1,Dua digit tanpa meminjam,65 − 62,3,Sedang,Kurangi menurut nilai tempat. Satuan: 5 − 2 = 3. Puluhan: 6 − 6 = 0. Hasilnya 3.
,170,SUB0000000000170,PENGURANGAN,1,Dua digit tanpa meminjam,66 − 42,24,Sedang,Kurangi menurut nilai tempat. Satuan: 6 − 2 = 4. Puluhan: 6 − 4 = 2. Hasilnya 24.
,171,SUB0000000000171,PENGURANGAN,1,Dua digit tanpa meminjam,75 − 54,21,Sedang,Kurangi menurut nilai tempat. Satuan: 5 − 4 = 1. Puluhan: 7 − 5 = 2. Hasilnya 21.
,172,SUB0000000000172,PENGURANGAN,1,Dua digit tanpa meminjam,77 − 71,6,Sedang,Kurangi menurut nilai tempat. Satuan: 7 − 1 = 6. Puluhan: 7 − 7 = 0. Hasilnya 6.
,173,SUB0000000000173,PENGURANGAN,1,Dua digit tanpa meminjam,78 − 75,3,Sedang,Kurangi menurut nilai tempat. Satuan: 8 − 5 = 3. Puluhan: 7 − 7 = 0. Hasilnya 3.
,174,SUB0000000000174,PENGURANGAN,1,Dua digit tanpa meminjam,84 − 71,13,Sedang,Kurangi menurut nilai tempat. Satuan: 4 − 1 = 3. Puluhan: 8 − 7 = 1. Hasilnya 13.
,175,SUB0000000000175,PENGURANGAN,1,Dua digit tanpa meminjam,95 − 71,24,Sedang,Kurangi menurut nilai tempat. Satuan: 5 − 1 = 4. Puluhan: 9 − 7 = 2. Hasilnya 24.
,176,SUB0000000000176,PENGURANGAN,1,Dua digit tanpa meminjam,95 − 72,23,Sedang,Kurangi menurut nilai tempat. Satuan: 5 − 2 = 3. Puluhan: 9 − 7 = 2. Hasilnya 23.
,177,SUB0000000000177,PENGURANGAN,1,Dua digit tanpa meminjam,99 − 88,11,Sedang,Kurangi menurut nilai tempat. Satuan: 9 − 8 = 1. Puluhan: 9 − 8 = 1. Hasilnya 11.
,178,SUB0000000000178,PENGURANGAN,1,Dua digit tanpa meminjam,55 − 14,41,Sulit,Kurangi menurut nilai tempat. Satuan: 5 − 4 = 1. Puluhan: 5 − 1 = 4. Hasilnya 41.
,179,SUB0000000000179,PENGURANGAN,1,Dua digit tanpa meminjam,58 − 17,41,Sulit,Kurangi menurut nilai tempat. Satuan: 8 − 7 = 1. Puluhan: 5 − 1 = 4. Hasilnya 41.
,180,SUB0000000000180,PENGURANGAN,1,Dua digit tanpa meminjam,63 − 32,31,Sulit,Kurangi menurut nilai tempat. Satuan: 3 − 2 = 1. Puluhan: 6 − 3 = 3. Hasilnya 31.
,181,SUB0000000000181,PENGURANGAN,1,Dua digit tanpa meminjam,68 − 11,57,Sulit,Kurangi menurut nilai tempat. Satuan: 8 − 1 = 7. Puluhan: 6 − 1 = 5. Hasilnya 57.
,182,SUB0000000000182,PENGURANGAN,1,Dua digit tanpa meminjam,75 − 42,33,Sulit,Kurangi menurut nilai tempat. Satuan: 5 − 2 = 3. Puluhan: 7 − 4 = 3. Hasilnya 33.
,183,SUB0000000000183,PENGURANGAN,1,Dua digit tanpa meminjam,76 − 34,42,Sulit,Kurangi menurut nilai tempat. Satuan: 6 − 4 = 2. Puluhan: 7 − 3 = 4. Hasilnya 42.
,184,SUB0000000000184,PENGURANGAN,1,Dua digit tanpa meminjam,79 − 24,55,Sulit,Kurangi menurut nilai tempat. Satuan: 9 − 4 = 5. Puluhan: 7 − 2 = 5. Hasilnya 55.
,185,SUB0000000000185,PENGURANGAN,1,Dua digit tanpa meminjam,85 − 13,72,Sulit,Kurangi menurut nilai tempat. Satuan: 5 − 3 = 2. Puluhan: 8 − 1 = 7. Hasilnya 72.
,186,SUB0000000000186,PENGURANGAN,1,Dua digit tanpa meminjam,86 − 14,72,Sulit,Kurangi menurut nilai tempat. Satuan: 6 − 4 = 2. Puluhan: 8 − 1 = 7. Hasilnya 72.
,187,SUB0000000000187,PENGURANGAN,1,Dua digit tanpa meminjam,86 − 53,33,Sulit,Kurangi menurut nilai tempat. Satuan: 6 − 3 = 3. Puluhan: 8 − 5 = 3. Hasilnya 33.
,188,SUB0000000000188,PENGURANGAN,1,Dua digit tanpa meminjam,88 − 43,45,Sulit,Kurangi menurut nilai tempat. Satuan: 8 − 3 = 5. Puluhan: 8 − 4 = 4. Hasilnya 45.
,189,SUB0000000000189,PENGURANGAN,1,Dua digit tanpa meminjam,94 − 12,82,Sulit,Kurangi menurut nilai tempat. Satuan: 4 − 2 = 2. Puluhan: 9 − 1 = 8. Hasilnya 82.
,190,SUB0000000000190,PENGURANGAN,1,Dua digit tanpa meminjam,95 − 42,53,Sulit,Kurangi menurut nilai tempat. Satuan: 5 − 2 = 3. Puluhan: 9 − 4 = 5. Hasilnya 53.
,191,SUB0000000000191,PENGURANGAN,1,Dua digit tanpa meminjam,96 − 45,51,Sulit,Kurangi menurut nilai tempat. Satuan: 6 − 5 = 1. Puluhan: 9 − 4 = 5. Hasilnya 51.
,192,SUB0000000000192,PENGURANGAN,1,Dua digit tanpa meminjam,96 − 51,45,Sulit,Kurangi menurut nilai tempat. Satuan: 6 − 1 = 5. Puluhan: 9 − 5 = 4. Hasilnya 45.
,193,SUB0000000000193,PENGURANGAN,1,Dua digit tanpa meminjam,97 − 33,64,Sulit,Kurangi menurut nilai tempat. Satuan: 7 − 3 = 4. Puluhan: 9 − 3 = 6. Hasilnya 64.
,194,SUB0000000000194,PENGURANGAN,1,Dua digit tanpa meminjam,97 − 51,46,Sulit,Kurangi menurut nilai tempat. Satuan: 7 − 1 = 6. Puluhan: 9 − 5 = 4. Hasilnya 46.
,195,SUB0000000000195,PENGURANGAN,1,Dua digit tanpa meminjam,98 − 32,66,Sulit,Kurangi menurut nilai tempat. Satuan: 8 − 2 = 6. Puluhan: 9 − 3 = 6. Hasilnya 66.
,196,SUB0000000000196,PENGURANGAN,1,Dua digit dengan meminjam,45 − 16,29,Mudah,"Satuan 5 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 5+10 − 6 = 9. Sisa puluhan: 3 − 1 = 2. Hasilnya 29."
,197,SUB0000000000197,PENGURANGAN,1,Dua digit dengan meminjam,47 − 18,29,Mudah,"Satuan 7 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 8 = 9. Sisa puluhan: 3 − 1 = 2. Hasilnya 29."
,198,SUB0000000000198,PENGURANGAN,1,Dua digit dengan meminjam,50 − 21,29,Mudah,"Satuan 0 lebih kecil dari 1, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 1 = 9. Sisa puluhan: 4 − 2 = 2. Hasilnya 29."
,199,SUB0000000000199,PENGURANGAN,1,Dua digit dengan meminjam,61 − 32,29,Mudah,"Satuan 1 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 2 = 9. Sisa puluhan: 5 − 3 = 2. Hasilnya 29."
,200,SUB0000000000200,PENGURANGAN,1,Dua digit dengan meminjam,63 − 14,49,Mudah,"Satuan 3 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 4 = 9. Sisa puluhan: 5 − 1 = 4. Hasilnya 49."
,201,SUB0000000000201,PENGURANGAN,1,Dua digit dengan meminjam,71 − 42,29,Mudah,"Satuan 1 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 2 = 9. Sisa puluhan: 6 − 4 = 2. Hasilnya 29."
,202,SUB0000000000202,PENGURANGAN,1,Dua digit dengan meminjam,73 − 44,29,Mudah,"Satuan 3 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 4 = 9. Sisa puluhan: 6 − 4 = 2. Hasilnya 29."
,203,SUB0000000000203,PENGURANGAN,1,Dua digit dengan meminjam,77 − 49,28,Mudah,"Satuan 7 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 9 = 8. Sisa puluhan: 6 − 4 = 2. Hasilnya 28."
,204,SUB0000000000204,PENGURANGAN,1,Dua digit dengan meminjam,80 − 12,68,Mudah,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 7 − 1 = 6. Hasilnya 68."
,205,SUB0000000000205,PENGURANGAN,1,Dua digit dengan meminjam,82 − 14,68,Mudah,"Satuan 2 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 4 = 8. Sisa puluhan: 7 − 1 = 6. Hasilnya 68."
,206,SUB0000000000206,PENGURANGAN,1,Dua digit dengan meminjam,91 − 12,79,Mudah,"Satuan 1 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 2 = 9. Sisa puluhan: 8 − 1 = 7. Hasilnya 79."
,207,SUB0000000000207,PENGURANGAN,1,Dua digit dengan meminjam,92 − 34,58,Mudah,"Satuan 2 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 4 = 8. Sisa puluhan: 8 − 3 = 5. Hasilnya 58."
,208,SUB0000000000208,PENGURANGAN,1,Dua digit dengan meminjam,94 − 66,28,Mudah,"Satuan 4 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 4+10 − 6 = 8. Sisa puluhan: 8 − 6 = 2. Hasilnya 28."
,209,SUB0000000000209,PENGURANGAN,1,Dua digit dengan meminjam,97 − 29,68,Mudah,"Satuan 7 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 9 = 8. Sisa puluhan: 8 − 2 = 6. Hasilnya 68."
,210,SUB0000000000210,PENGURANGAN,1,Dua digit dengan meminjam,97 − 48,49,Mudah,"Satuan 7 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 8 = 9. Sisa puluhan: 8 − 4 = 4. Hasilnya 49."
,211,SUB0000000000211,PENGURANGAN,1,Dua digit dengan meminjam,97 − 58,39,Mudah,"Satuan 7 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 8 = 9. Sisa puluhan: 8 − 5 = 3. Hasilnya 39."
,212,SUB0000000000212,PENGURANGAN,1,Dua digit dengan meminjam,23 − 14,9,Sedang,"Satuan 3 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 4 = 9. Sisa puluhan: 1 − 1 = 0. Hasilnya 9."
,213,SUB0000000000213,PENGURANGAN,1,Dua digit dengan meminjam,31 − 24,7,Sedang,"Satuan 1 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 4 = 7. Sisa puluhan: 2 − 2 = 0. Hasilnya 7."
,214,SUB0000000000214,PENGURANGAN,1,Dua digit dengan meminjam,36 − 19,17,Sedang,"Satuan 6 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 6+10 − 9 = 7. Sisa puluhan: 2 − 1 = 1. Hasilnya 17."
,215,SUB0000000000215,PENGURANGAN,1,Dua digit dengan meminjam,44 − 26,18,Sedang,"Satuan 4 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 4+10 − 6 = 8. Sisa puluhan: 3 − 2 = 1. Hasilnya 18."
,216,SUB0000000000216,PENGURANGAN,1,Dua digit dengan meminjam,45 − 37,8,Sedang,"Satuan 5 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 5+10 − 7 = 8. Sisa puluhan: 3 − 3 = 0. Hasilnya 8."
,217,SUB0000000000217,PENGURANGAN,1,Dua digit dengan meminjam,47 − 38,9,Sedang,"Satuan 7 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 8 = 9. Sisa puluhan: 3 − 3 = 0. Hasilnya 9."
,218,SUB0000000000218,PENGURANGAN,1,Dua digit dengan meminjam,54 − 27,27,Sedang,"Satuan 4 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 4+10 − 7 = 7. Sisa puluhan: 4 − 2 = 2. Hasilnya 27."
,219,SUB0000000000219,PENGURANGAN,1,Dua digit dengan meminjam,63 − 54,9,Sedang,"Satuan 3 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 4 = 9. Sisa puluhan: 5 − 5 = 0. Hasilnya 9."
,220,SUB0000000000220,PENGURANGAN,1,Dua digit dengan meminjam,70 − 43,27,Sedang,"Satuan 0 lebih kecil dari 3, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 3 = 7. Sisa puluhan: 6 − 4 = 2. Hasilnya 27."
,221,SUB0000000000221,PENGURANGAN,1,Dua digit dengan meminjam,70 − 53,17,Sedang,"Satuan 0 lebih kecil dari 3, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 3 = 7. Sisa puluhan: 6 − 5 = 1. Hasilnya 17."
,222,SUB0000000000222,PENGURANGAN,1,Dua digit dengan meminjam,73 − 47,26,Sedang,"Satuan 3 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 7 = 6. Sisa puluhan: 6 − 4 = 2. Hasilnya 26."
,223,SUB0000000000223,PENGURANGAN,1,Dua digit dengan meminjam,75 − 18,57,Sedang,"Satuan 5 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 5+10 − 8 = 7. Sisa puluhan: 6 − 1 = 5. Hasilnya 57."
,224,SUB0000000000224,PENGURANGAN,1,Dua digit dengan meminjam,90 − 43,47,Sedang,"Satuan 0 lebih kecil dari 3, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 3 = 7. Sisa puluhan: 8 − 4 = 4. Hasilnya 47."
,225,SUB0000000000225,PENGURANGAN,1,Dua digit dengan meminjam,91 − 86,5,Sedang,"Satuan 1 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 6 = 5. Sisa puluhan: 8 − 8 = 0. Hasilnya 5."
,226,SUB0000000000226,PENGURANGAN,1,Dua digit dengan meminjam,95 − 59,36,Sedang,"Satuan 5 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 5+10 − 9 = 6. Sisa puluhan: 8 − 5 = 3. Hasilnya 36."
,227,SUB0000000000227,PENGURANGAN,1,Dua digit dengan meminjam,97 − 79,18,Sedang,"Satuan 7 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 7+10 − 9 = 8. Sisa puluhan: 8 − 7 = 1. Hasilnya 18."
,228,SUB0000000000228,PENGURANGAN,1,Dua digit dengan meminjam,31 − 18,13,Sulit,"Satuan 1 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 8 = 3. Sisa puluhan: 2 − 1 = 1. Hasilnya 13."
,229,SUB0000000000229,PENGURANGAN,1,Dua digit dengan meminjam,40 − 37,3,Sulit,"Satuan 0 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 7 = 3. Sisa puluhan: 3 − 3 = 0. Hasilnya 3."
,230,SUB0000000000230,PENGURANGAN,1,Dua digit dengan meminjam,41 − 38,3,Sulit,"Satuan 1 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 8 = 3. Sisa puluhan: 3 − 3 = 0. Hasilnya 3."
,231,SUB0000000000231,PENGURANGAN,1,Dua digit dengan meminjam,42 − 39,3,Sulit,"Satuan 2 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 9 = 3. Sisa puluhan: 3 − 3 = 0. Hasilnya 3."
,232,SUB0000000000232,PENGURANGAN,1,Dua digit dengan meminjam,50 − 17,33,Sulit,"Satuan 0 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 7 = 3. Sisa puluhan: 4 − 1 = 3. Hasilnya 33."
,233,SUB0000000000233,PENGURANGAN,1,Dua digit dengan meminjam,53 − 49,4,Sulit,"Satuan 3 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 9 = 4. Sisa puluhan: 4 − 4 = 0. Hasilnya 4."
,234,SUB0000000000234,PENGURANGAN,1,Dua digit dengan meminjam,60 − 26,34,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 5 − 2 = 3. Hasilnya 34."
,235,SUB0000000000235,PENGURANGAN,1,Dua digit dengan meminjam,61 − 57,4,Sulit,"Satuan 1 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 7 = 4. Sisa puluhan: 5 − 5 = 0. Hasilnya 4."
,236,SUB0000000000236,PENGURANGAN,1,Dua digit dengan meminjam,62 − 18,44,Sulit,"Satuan 2 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 8 = 4. Sisa puluhan: 5 − 1 = 4. Hasilnya 44."
,237,SUB0000000000237,PENGURANGAN,1,Dua digit dengan meminjam,62 − 28,34,Sulit,"Satuan 2 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 8 = 4. Sisa puluhan: 5 − 2 = 3. Hasilnya 34."
,238,SUB0000000000238,PENGURANGAN,1,Dua digit dengan meminjam,70 − 36,34,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 6 − 3 = 3. Hasilnya 34."
,239,SUB0000000000239,PENGURANGAN,1,Dua digit dengan meminjam,71 − 19,52,Sulit,"Satuan 1 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 9 = 2. Sisa puluhan: 6 − 1 = 5. Hasilnya 52."
,240,SUB0000000000240,PENGURANGAN,1,Dua digit dengan meminjam,72 − 18,54,Sulit,"Satuan 2 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 8 = 4. Sisa puluhan: 6 − 1 = 5. Hasilnya 54."
,241,SUB0000000000241,PENGURANGAN,1,Dua digit dengan meminjam,72 − 69,3,Sulit,"Satuan 2 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 9 = 3. Sisa puluhan: 6 − 6 = 0. Hasilnya 3."
,242,SUB0000000000242,PENGURANGAN,1,Dua digit dengan meminjam,73 − 39,34,Sulit,"Satuan 3 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 3+10 − 9 = 4. Sisa puluhan: 6 − 3 = 3. Hasilnya 34."
,243,SUB0000000000243,PENGURANGAN,1,Dua digit dengan meminjam,90 − 36,54,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 8 − 3 = 5. Hasilnya 54."
,244,SUB0000000000244,PENGURANGAN,1,Dua digit dengan meminjam,91 − 87,4,Sulit,"Satuan 1 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 1+10 − 7 = 4. Sisa puluhan: 8 − 8 = 0. Hasilnya 4."
,245,SUB0000000000245,PENGURANGAN,1,Dua digit dengan meminjam,92 − 58,34,Sulit,"Satuan 2 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 2+10 − 8 = 4. Sisa puluhan: 8 − 5 = 3. Hasilnya 34."
,246,SUB0000000000246,PENGURANGAN,1,Pengurangan yang melibatkan nol,40 − 0,40,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 40 − 0 = 40."
,247,SUB0000000000247,PENGURANGAN,1,Pengurangan yang melibatkan nol,40 − 40,0,Mudah,"Bilangan dikurangi dirinya sendiri, semuanya habis. 40 − 40 = 0."
,248,SUB0000000000248,PENGURANGAN,1,Pengurangan yang melibatkan nol,50 − 20,30,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 5 − 2 = 3. Hasilnya 30.
,249,SUB0000000000249,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 10,50,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 6 − 1 = 5. Hasilnya 50.
,250,SUB0000000000250,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 20,40,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 6 − 2 = 4. Hasilnya 40.
,251,SUB0000000000251,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 40,20,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 6 − 4 = 2. Hasilnya 20.
,252,SUB0000000000252,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 50,10,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 6 − 5 = 1. Hasilnya 10.
