,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,114,DIV0000000000114,PEMBAGIAN,1,Pembagian dengan 8 dan 9,36 ÷ 9,4,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 36? Karena 9 × 4 = 36, maka 36 ÷ 9 = 4."
,115,DIV0000000000115,PEMBAGIAN,1,Pembagian dengan 8 dan 9,40 ÷ 8,5,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 40? Karena 8 × 5 = 40, maka 40 ÷ 8 = 5."
,116,DIV0000000000116,PEMBAGIAN,1,Pembagian dengan 8 dan 9,45 ÷ 9,5,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 45? Karena 9 × 5 = 45, maka 45 ÷ 9 = 5."
,117,DIV0000000000117,PEMBAGIAN,1,Pembagian dengan 8 dan 9,48 ÷ 8,6,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 48? Karena 8 × 6 = 48, maka 48 ÷ 8 = 6."
,118,DIV0000000000118,PEMBAGIAN,1,Pembagian dengan 8 dan 9,54 ÷ 9,6,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 54? Karena 9 × 6 = 54, maka 54 ÷ 9 = 6."
,119,DIV0000000000119,PEMBAGIAN,1,Pembagian dengan 8 dan 9,56 ÷ 8,7,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 56? Karena 8 × 7 = 56, maka 56 ÷ 8 = 7."
,120,DIV0000000000120,PEMBAGIAN,1,Pembagian dengan 8 dan 9,63 ÷ 9,7,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 63? Karena 9 × 7 = 63, maka 63 ÷ 9 = 7."
,121,DIV0000000000121,PEMBAGIAN,1,Pembagian dengan 8 dan 9,64 ÷ 8,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 64? Karena 8 × 8 = 64, maka 64 ÷ 8 = 8."
,122,DIV0000000000122,PEMBAGIAN,1,Pembagian dengan 8 dan 9,72 ÷ 9,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 72? Karena 9 × 8 = 72, maka 72 ÷ 9 = 8."
,123,DIV0000000000123,PEMBAGIAN,1,Pembagian dengan 8 dan 9,72 ÷ 8,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 72? Karena 8 × 9 = 72, maka 72 ÷ 8 = 9."
,124,DIV0000000000124,PEMBAGIAN,1,Pembagian dengan 8 dan 9,81 ÷ 9,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 81? Karena 9 × 9 = 81, maka 81 ÷ 9 = 9."
,125,DIV0000000000125,PEMBAGIAN,1,Pembagian dengan 8 dan 9,80 ÷ 8,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 80? Karena 8 × 10 = 80, maka 80 ÷ 8 = 10."
,126,DIV0000000000126,PEMBAGIAN,1,Pembagian dengan 8 dan 9,90 ÷ 9,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 90? Karena 9 × 10 = 90, maka 90 ÷ 9 = 10."
,127,DIV0000000000127,PEMBAGIAN,1,Pembagian dengan 8 dan 9,88 ÷ 8,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 88? Karena 8 × 11 = 88, maka 88 ÷ 8 = 11."
,128,DIV0000000000128,PEMBAGIAN,1,Pembagian dengan 8 dan 9,99 ÷ 9,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 99? Karena 9 × 11 = 99, maka 99 ÷ 9 = 11."
,129,DIV0000000000129,PEMBAGIAN,1,Pembagian dengan 8 dan 9,96 ÷ 8,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 8 dikali berapa sama dengan 96? Karena 8 × 12 = 96, maka 96 ÷ 8 = 12."
,130,DIV0000000000130,PEMBAGIAN,1,Pembagian dengan 8 dan 9,108 ÷ 9,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 9 dikali berapa sama dengan 108? Karena 9 × 12 = 108, maka 108 ÷ 9 = 12."
,131,DIV0000000000131,PEMBAGIAN,1,Pembagian dengan 11 dan 12,0 ÷ 11,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 11 = 0."
,132,DIV0000000000132,PEMBAGIAN,1,Pembagian dengan 11 dan 12,0 ÷ 12,0,Mudah,"Nol dibagi berapa pun hasilnya 0, sebab tidak ada yang perlu dibagikan. 0 ÷ 12 = 0."
,133,DIV0000000000133,PEMBAGIAN,1,Pembagian dengan 11 dan 12,11 ÷ 11,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 11 ÷ 11 = 1.
,134,DIV0000000000134,PEMBAGIAN,1,Pembagian dengan 11 dan 12,12 ÷ 12,1,Mudah,Bilangan yang dibagi dirinya sendiri hasilnya selalu 1. 12 ÷ 12 = 1.
,135,DIV0000000000135,PEMBAGIAN,1,Pembagian dengan 11 dan 12,22 ÷ 11,2,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 22? Karena 11 × 2 = 22, maka 22 ÷ 11 = 2."
,136,DIV0000000000136,PEMBAGIAN,1,Pembagian dengan 11 dan 12,24 ÷ 12,2,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 24? Karena 12 × 2 = 24, maka 24 ÷ 12 = 2."
,137,DIV0000000000137,PEMBAGIAN,1,Pembagian dengan 11 dan 12,33 ÷ 11,3,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 33? Karena 11 × 3 = 33, maka 33 ÷ 11 = 3."
,138,DIV0000000000138,PEMBAGIAN,1,Pembagian dengan 11 dan 12,36 ÷ 12,3,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 36? Karena 12 × 3 = 36, maka 36 ÷ 12 = 3."
,139,DIV0000000000139,PEMBAGIAN,1,Pembagian dengan 11 dan 12,44 ÷ 11,4,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 44? Karena 11 × 4 = 44, maka 44 ÷ 11 = 4."
,140,DIV0000000000140,PEMBAGIAN,1,Pembagian dengan 11 dan 12,48 ÷ 12,4,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 48? Karena 12 × 4 = 48, maka 48 ÷ 12 = 4."
,141,DIV0000000000141,PEMBAGIAN,1,Pembagian dengan 11 dan 12,55 ÷ 11,5,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 55? Karena 11 × 5 = 55, maka 55 ÷ 11 = 5."
,142,DIV0000000000142,PEMBAGIAN,1,Pembagian dengan 11 dan 12,60 ÷ 12,5,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 60? Karena 12 × 5 = 60, maka 60 ÷ 12 = 5."
,143,DIV0000000000143,PEMBAGIAN,1,Pembagian dengan 11 dan 12,66 ÷ 11,6,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 66? Karena 11 × 6 = 66, maka 66 ÷ 11 = 6."
,144,DIV0000000000144,PEMBAGIAN,1,Pembagian dengan 11 dan 12,72 ÷ 12,6,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 72? Karena 12 × 6 = 72, maka 72 ÷ 12 = 6."
,145,DIV0000000000145,PEMBAGIAN,1,Pembagian dengan 11 dan 12,77 ÷ 11,7,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 77? Karena 11 × 7 = 77, maka 77 ÷ 11 = 7."
,146,DIV0000000000146,PEMBAGIAN,1,Pembagian dengan 11 dan 12,84 ÷ 12,7,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 84? Karena 12 × 7 = 84, maka 84 ÷ 12 = 7."
,147,DIV0000000000147,PEMBAGIAN,1,Pembagian dengan 11 dan 12,88 ÷ 11,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 88? Karena 11 × 8 = 88, maka 88 ÷ 11 = 8."
,148,DIV0000000000148,PEMBAGIAN,1,Pembagian dengan 11 dan 12,96 ÷ 12,8,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 96? Karena 12 × 8 = 96, maka 96 ÷ 12 = 8."
,149,DIV0000000000149,PEMBAGIAN,1,Pembagian dengan 11 dan 12,99 ÷ 11,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 99? Karena 11 × 9 = 99, maka 99 ÷ 11 = 9."
,150,DIV0000000000150,PEMBAGIAN,1,Pembagian dengan 11 dan 12,108 ÷ 12,9,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 108? Karena 12 × 9 = 108, maka 108 ÷ 12 = 9."
,151,DIV0000000000151,PEMBAGIAN,1,Pembagian dengan 11 dan 12,110 ÷ 11,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 110? Karena 11 × 10 = 110, maka 110 ÷ 11 = 10."
,152,DIV0000000000152,PEMBAGIAN,1,Pembagian dengan 11 dan 12,120 ÷ 12,10,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 120? Karena 12 × 10 = 120, maka 120 ÷ 12 = 10."
,153,DIV0000000000153,PEMBAGIAN,1,Pembagian dengan 11 dan 12,121 ÷ 11,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 121? Karena 11 × 11 = 121, maka 121 ÷ 11 = 11."
,154,DIV0000000000154,PEMBAGIAN,1,Pembagian dengan 11 dan 12,132 ÷ 12,11,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 132? Karena 12 × 11 = 132, maka 132 ÷ 12 = 11."
,155,DIV0000000000155,PEMBAGIAN,1,Pembagian dengan 11 dan 12,132 ÷ 11,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 11 dikali berapa sama dengan 132? Karena 11 × 12 = 132, maka 132 ÷ 11 = 12."
,156,DIV0000000000156,PEMBAGIAN,1,Pembagian dengan 11 dan 12,144 ÷ 12,12,Sulit,"Pembagian adalah lawan perkalian. Tanyakan: 12 dikali berapa sama dengan 144? Karena 12 × 12 = 144, maka 144 ÷ 12 = 12."
